id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
662;São Paulo;Cassia Moraes;Tenis Adidas;Curtis Trevethan;masculino;credito
663;Caxias do Sul;Mateus Kienzle;Tenis Fila;Corey Harms;masculino;credito
664;Lajeado;Juliano Faccioni;Tenis Adidas;Nicholas Benefield;masculino;credito
665;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Christy Howe;feminino;credito
666;Lajeado;Juliano Faccioni;Tenis NB;Marlene Craven;feminino;credito
667;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Debbie Kelly;feminino;credito
668;São Paulo;Claudio Bueno;Tenis NB;Adela Vasquez;feminino;boleto
669;Caxias do Sul;Mateus Kienzle;Tenis Fila;Philip Sauceda;masculino;boleto
670;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Kerry Jensen;masculino;credito
671;Porto Alegre;Luiza Cherobini;Tenis Fila;Kimberly Winkler;feminino;credito
672;São Paulo;Claudio Bueno;Tenis NB;Martin Pryce;masculino;credito
673;Florianópolis;Mario Sérgio;Tenis Nike;Earl Anthony;masculino;credito
674;Lajeado;Juliano Faccioni;Tenis NB;Tammy Smith;feminino;credito
675;Porto Alegre;Rodrigo Tadewald;Tenis NB;Robert Schmitz;masculino;pix
676;São Paulo;Cassia Moraes;Tenis Nike;James Jimenez;masculino;credito
677;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Ruth Colby;feminino;boleto
678;Florianópolis;Claudia dos Santos;Tenis Adidas;Edith Pullen;feminino;credito
679;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Ronald Imig;masculino;pix
680;Florianópolis;Claudia dos Santos;Tenis Adidas;Julie Leveille;feminino;boleto
681;Porto Alegre;Luiza Cherobini;Tenis Adidas;Shelly Olson;feminino;credito
682;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Bertha Karr;feminino;credito
683;Florianópolis;Claudia dos Santos;Tenis Fila;Christopher Harris;masculino;pix
684;Lajeado;Juliano Faccioni;Tenis Fila;Katherine Allen;feminino;credito
685;Porto Alegre;Luiza Cherobini;Tenis Adidas;Estella Zavala;feminino;credito
686;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Emily Cairone;feminino;boleto
687;Porto Alegre;Luiza Cherobini;Tenis Nike;David Fulghum;masculino;credito
688;São Paulo;Cassia Moraes;Tenis Fila;Heidi Wixon;feminino;pix
689;São Paulo;Cassia Moraes;Tenis Nike;James Minjarez;masculino;credito
690;São Paulo;Cassia Moraes;Tenis Adidas;Alleen Shores;feminino;credito
691;São Paulo;Cassia Moraes;Tenis Fila;John Sims;masculino;credito
692;São Paulo;Claudio Bueno;Tenis Nike;Dorothy Perry;feminino;credito
693;Canoas;Carlos Henrique;Tenis Nike;Dennis Tipton;masculino;credito
694;Florianópolis;Mario Sérgio;Tenis Adidas;William Watson;masculino;credito
695;Porto Alegre;Luiza Cherobini;Tenis Adidas;Patricia Force;feminino;credito
696;Florianópolis;Mario Sérgio;Tenis Nike;Fred Barrette;masculino;credito
697;Porto Alegre;Luiza Cherobini;Tenis Nike;Ruby Hill;feminino;pix
698;Canoas;Luis Fernando;Tenis NB;Willie Ames;feminino;boleto
699;Lajeado;Juliano Faccioni;Tenis Fila;Leonard Taylor;masculino;credito
700;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Kathryn Price;feminino;credito
701;Florianópolis;Mario Sérgio;Tenis Adidas;Manuel Tomlin;masculino;credito
702;Caxias do Sul;Mateus Kienzle;Tenis NB;Jane Mckinney;feminino;credito
703;Canoas;Carlos Henrique;Tenis NB;Katherine Surles;feminino;credito
704;São Paulo;Cassia Moraes;Tenis Nike;Nikki Parker;feminino;credito
705;São Paulo;Cassia Moraes;Tenis Adidas;John Boehle;masculino;credito
706;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Esther Gang;feminino;credito
707;São Paulo;Claudio Bueno;Tenis NB;Jewell Baldwin;masculino;credito
708;São Paulo;Claudio Bueno;Tenis Fila;Lisa Perez;feminino;credito
709;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Melodie Williams;feminino;credito
710;Canoas;Luis Fernando;Tenis Adidas;Freddie Wills;feminino;credito
711;Canoas;Carlos Henrique;Tenis Nike;Rachel Barnett;feminino;credito
712;Canoas;Carlos Henrique;Tenis Nike;Keith Weldon;masculino;credito
713;Porto Alegre;Rodrigo Tadewald;Tenis Nike;James Espino;masculino;credito
714;Lajeado;Juliano Faccioni;Tenis NB;Holly Mashburn;feminino;credito
715;São Paulo;Claudio Bueno;Tenis Nike;Marsha Sharp;feminino;credito
716;Canoas;Luis Fernando;Tenis Adidas;John Hopkins;masculino;pix
717;Florianópolis;Mario Sérgio;Tenis Adidas;Minnie Davis;feminino;boleto
718;Florianópolis;Mario Sérgio;Tenis Adidas;Kimberly Connelly;feminino;credito
719;Canoas;Carlos Henrique;Tenis Adidas;Marilyn Barbee;feminino;credito
720;Lajeado;Adriano Soares;Tenis Adidas;Ben Goodman;masculino;credito
721;Lajeado;Juliano Faccioni;Tenis NB;Jean Borden;feminino;credito
722;Porto Alegre;Luiza Cherobini;Tenis Adidas;Margot Baker;feminino;credito
723;Porto Alegre;Rodrigo Tadewald;Tenis NB;Shirley Hensley;feminino;credito
724;Lajeado;Juliano Faccioni;Tenis Fila;Carolyn Maltie;feminino;credito
725;Lajeado;Adriano Soares;Tenis Nike;Deana Lambert;feminino;credito
726;Lajeado;Adriano Soares;Tenis Adidas;Elizabeth Whittemore;feminino;credito
727;Porto Alegre;Luiza Cherobini;Tenis Nike;Matthew Weigel;masculino;credito
728;Lajeado;Adriano Soares;Tenis Fila;Tyler Velovic;masculino;credito
729;Canoas;Luis Fernando;Tenis Nike;Brenda Cox;feminino;credito
730;Canoas;Carlos Henrique;Tenis Adidas;Susan Rhyner;feminino;pix
731;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Annie Gill;feminino;credito
732;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jean Dominguez;feminino;credito
733;Lajeado;Juliano Faccioni;Tenis Fila;James Mendez;masculino;credito
734;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Michael Scott;masculino;credito
735;Porto Alegre;Luiza Cherobini;Tenis Nike;Stanley Montville;masculino;credito
736;Lajeado;Juliano Faccioni;Tenis Fila;John Walkup;masculino;credito
737;Canoas;Luis Fernando;Tenis NB;Kathryn Kauble;feminino;credito
738;Lajeado;Juliano Faccioni;Tenis Adidas;Carol Riekena;feminino;credito
739;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Patricia Brown;feminino;credito
740;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;David Daum;masculino;credito
741;Lajeado;Juliano Faccioni;Tenis NB;Lois Chacon;feminino;credito
742;Florianópolis;Claudia dos Santos;Tenis Adidas;Charles Leos;masculino;credito
743;Lajeado;Adriano Soares;Tenis Fila;Esther Landor;feminino;credito
744;Porto Alegre;Rodrigo Tadewald;Tenis NB;Forrest Markley;masculino;credito
745;São Paulo;Claudio Bueno;Tenis NB;Donna Weaver;feminino;credito
746;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Pamela Almand;feminino;credito
747;Porto Alegre;Luiza Cherobini;Tenis Fila;Kyle Masters;masculino;credito
748;Canoas;Luis Fernando;Tenis Adidas;Robert Woodard;masculino;credito
749;São Paulo;Cassia Moraes;Tenis Fila;Scott Kuhn;masculino;pix
750;São Paulo;Claudio Bueno;Tenis NB;Antione Newport;masculino;credito
751;Florianópolis;Mario Sérgio;Tenis Fila;Michael Boney;masculino;credito
752;São Paulo;Cassia Moraes;Tenis Nike;Arnold Walley;masculino;credito
753;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Ana Thomas;feminino;credito
754;Florianópolis;Claudia dos Santos;Tenis Nike;Armando Whetstone;masculino;pix
755;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Shane Alvarado;masculino;credito
756;Lajeado;Adriano Soares;Tenis Fila;Scot Davis;masculino;credito
757;Canoas;Luis Fernando;Tenis Adidas;Rayford Steele;masculino;boleto
758;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Terry Weiss;masculino;credito
759;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Marina Berry;feminino;credito
760;São Paulo;Cassia Moraes;Tenis Fila;Douglas Butler;masculino;credito
761;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;David Sievers;masculino;credito
762;Porto Alegre;Luiza Cherobini;Tenis Nike;Katie Jacquemin;feminino;credito
763;São Paulo;Cassia Moraes;Tenis NB;Inez May;feminino;credito
764;Canoas;Luis Fernando;Tenis NB;Albert Hatley;masculino;credito
765;São Paulo;Cassia Moraes;Tenis Nike;James Pan;masculino;credito
766;Canoas;Luis Fernando;Tenis NB;Teresa Numbers;feminino;credito
767;Lajeado;Adriano Soares;Tenis Nike;Karena Scott;feminino;credito
768;São Paulo;Claudio Bueno;Tenis Nike;Jackie Doe;feminino;credito
769;Porto Alegre;Rodrigo Tadewald;Tenis NB;Corey Bryant;masculino;credito
770;Lajeado;Adriano Soares;Tenis Adidas;Ralph Benson;masculino;credito
771;São Paulo;Claudio Bueno;Tenis Fila;Silvia Highshaw;feminino;credito
772;Florianópolis;Mario Sérgio;Tenis Nike;Arthur Lambert;masculino;credito
773;Lajeado;Adriano Soares;Tenis Nike;Jesse Delgado;masculino;credito
774;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Deborah Brewton;feminino;credito
775;Caxias do Sul;Mateus Kienzle;Tenis Fila;Amy Waston;feminino;credito
776;São Paulo;Claudio Bueno;Tenis NB;Hector Rykert;masculino;credito
777;São Paulo;Cassia Moraes;Tenis Nike;Renee Licata;feminino;credito
778;Canoas;Luis Fernando;Tenis NB;Fredrick Branum;masculino;credito
779;São Paulo;Cassia Moraes;Tenis Nike;Theodore Bauer;masculino;boleto
780;Lajeado;Juliano Faccioni;Tenis Fila;Gladys Goldman;feminino;credito
781;Canoas;Carlos Henrique;Tenis Adidas;Regina Carter;feminino;credito
782;Florianópolis;Mario Sérgio;Tenis Adidas;Anne Luker;feminino;credito
783;Lajeado;Adriano Soares;Tenis Nike;Teresa Kennamore;feminino;credito
784;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Heidi Cantrell;feminino;credito
785;Caxias do Sul;Mateus Kienzle;Tenis Fila;Geralyn Freeman;feminino;credito
786;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Margie Bermudez;feminino;credito
787;Lajeado;Adriano Soares;Tenis NB;Charmaine Riley;feminino;credito
788;Florianópolis;Mario Sérgio;Tenis Nike;David Mckinney;masculino;credito
789;Lajeado;Juliano Faccioni;Tenis NB;Brian Shippey;masculino;boleto
790;Canoas;Carlos Henrique;Tenis Fila;Corey Thompson;masculino;pix
791;São Paulo;Cassia Moraes;Tenis Adidas;Vincent Lubinski;masculino;credito
792;Caxias do Sul;Mateus Kienzle;Tenis Fila;Judith Carranza;feminino;credito
793;Lajeado;Adriano Soares;Tenis Nike;Nicole Bates;feminino;credito
794;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Suzanne Stickney;feminino;credito
795;Porto Alegre;Luiza Cherobini;Tenis NB;Ashley Mathers;feminino;credito
796;Canoas;Luis Fernando;Tenis NB;Kenneth Mays;masculino;credito
797;Florianópolis;Mario Sérgio;Tenis NB;Denise Mcmillian;feminino;boleto
798;Lajeado;Adriano Soares;Tenis NB;Anthony Hudson;masculino;credito
799;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Vincent Craig;masculino;credito
800;Florianópolis;Claudia dos Santos;Tenis Nike;Gerald Christopher;masculino;credito
801;Lajeado;Juliano Faccioni;Tenis Nike;Todd Gates;masculino;credito
802;São Paulo;Claudio Bueno;Tenis NB;Virginia Ayres;feminino;pix
803;Canoas;Carlos Henrique;Tenis NB;Patsy Papen;feminino;credito
804;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Walter Ryans;masculino;credito
805;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;George Swenson;masculino;credito
806;Porto Alegre;Rodrigo Tadewald;Tenis NB;Barbara Gutierrez;feminino;boleto
807;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Wade Carroll;masculino;credito
808;Canoas;Carlos Henrique;Tenis NB;Tania Huggins;feminino;credito
809;São Paulo;Cassia Moraes;Tenis Nike;Mary Stiltner;feminino;credito
810;Lajeado;Juliano Faccioni;Tenis Fila;Anthony Freyman;masculino;credito
811;Florianópolis;Mario Sérgio;Tenis Fila;Troy Masseria;masculino;credito
812;Florianópolis;Mario Sérgio;Tenis Nike;Shirley Coward;feminino;credito
813;Lajeado;Adriano Soares;Tenis NB;Christopher Terrones;masculino;pix
814;São Paulo;Claudio Bueno;Tenis Adidas;Isiah Pisano;masculino;credito
815;Canoas;Carlos Henrique;Tenis Adidas;Carrie Lindsey;feminino;boleto
816;Florianópolis;Mario Sérgio;Tenis Nike;Luther Williams;masculino;credito
817;Canoas;Luis Fernando;Tenis Nike;Rachel Townsend;feminino;credito
818;Canoas;Carlos Henrique;Tenis NB;Kevin Riley;masculino;credito
819;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Kimberly Alley;feminino;credito
820;Florianópolis;Mario Sérgio;Tenis Fila;Margaret Durham;feminino;credito
821;São Paulo;Cassia Moraes;Tenis Nike;Jean Morris;feminino;credito
822;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Denver Gruber;masculino;credito
823;Florianópolis;Mario Sérgio;Tenis Adidas;Cindy Sena;feminino;credito
824;Canoas;Carlos Henrique;Tenis Fila;Carolyn Francis;feminino;credito
825;Lajeado;Adriano Soares;Tenis NB;Ivan Schlarbaum;masculino;credito
826;Florianópolis;Mario Sérgio;Tenis Nike;Joshua Long;masculino;pix
827;São Paulo;Cassia Moraes;Tenis Adidas;Lynda Baker;feminino;credito
828;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Daniel Gonzalez;masculino;credito
829;Canoas;Luis Fernando;Tenis Fila;Philip Seale;masculino;credito
830;Florianópolis;Mario Sérgio;Tenis NB;Kelly Roach;feminino;credito
831;Caxias do Sul;Mateus Kienzle;Tenis NB;Lisa Lawrence;feminino;credito
832;Porto Alegre;Rodrigo Tadewald;Tenis NB;Barbara Saran;feminino;credito
833;São Paulo;Cassia Moraes;Tenis Adidas;Donald Bowell;masculino;credito
834;São Paulo;Claudio Bueno;Tenis Nike;Jason Taylor;masculino;credito
835;Canoas;Luis Fernando;Tenis NB;Christine Mcentyre;feminino;credito
836;Lajeado;Juliano Faccioni;Tenis Nike;Salvador Mcgillivray;masculino;credito
837;Florianópolis;Claudia dos Santos;Tenis Fila;Steven Harris;masculino;credito
838;Florianópolis;Mario Sérgio;Tenis NB;Eloise Campbell;feminino;boleto
839;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Assunta Mondesir;feminino;boleto
840;Canoas;Luis Fernando;Tenis NB;Kristopher Childs;masculino;credito
841;São Paulo;Claudio Bueno;Tenis NB;Scott Roller;masculino;credito
842;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Ronald Jenkins;masculino;pix
843;São Paulo;Claudio Bueno;Tenis NB;Wanda Bussen;feminino;credito
844;Caxias do Sul;Mateus Kienzle;Tenis Fila;Karen Ell;feminino;credito
845;Lajeado;Juliano Faccioni;Tenis Nike;Latisha Davis;feminino;credito
846;Florianópolis;Mario Sérgio;Tenis Adidas;Chad Horner;masculino;credito
847;Florianópolis;Mario Sérgio;Tenis NB;Larry Peters;masculino;boleto
848;Florianópolis;Claudia dos Santos;Tenis NB;Mariann Fabela;feminino;boleto
849;Florianópolis;Mario Sérgio;Tenis Nike;Dale Metz;masculino;credito
850;Florianópolis;Mario Sérgio;Tenis Fila;Eddie Mcmillan;masculino;boleto
851;Porto Alegre;Luiza Cherobini;Tenis Nike;Lisa Kelly;feminino;credito
852;Canoas;Carlos Henrique;Tenis Nike;Pedro Capps;masculino;credito
853;Canoas;Luis Fernando;Tenis Nike;Joyce Devaney;feminino;boleto
854;Lajeado;Adriano Soares;Tenis Nike;Crystal Han;feminino;credito
855;Florianópolis;Mario Sérgio;Tenis NB;Janet Kissinger;feminino;credito
856;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Robin Mcfadden;feminino;credito
857;Lajeado;Juliano Faccioni;Tenis Adidas;Margaret Munoz;feminino;credito
858;São Paulo;Cassia Moraes;Tenis Nike;Tracy Romero;feminino;pix
859;Florianópolis;Claudia dos Santos;Tenis Adidas;Jesse Tidwell;masculino;credito
860;Lajeado;Juliano Faccioni;Tenis Nike;Guy Head;masculino;credito
861;Canoas;Luis Fernando;Tenis Nike;George Adams;masculino;credito
862;Canoas;Luis Fernando;Tenis Fila;James Conway;masculino;credito
863;São Paulo;Cassia Moraes;Tenis NB;Brianna Allendorf;feminino;credito
864;São Paulo;Claudio Bueno;Tenis Nike;Inez Dekle;feminino;credito
865;Porto Alegre;Luiza Cherobini;Tenis Nike;Donald Mcmillan;masculino;credito
866;Canoas;Carlos Henrique;Tenis Fila;Rita Shell;feminino;pix
867;São Paulo;Cassia Moraes;Tenis NB;Amanda Graham;feminino;credito
868;Lajeado;Juliano Faccioni;Tenis Adidas;Eva Jones;feminino;credito
869;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Michael Ingersoll;masculino;credito
870;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Joseph Banta;masculino;credito
871;Canoas;Carlos Henrique;Tenis Adidas;Steven Winters;masculino;credito
872;São Paulo;Claudio Bueno;Tenis Fila;Carl Quinn;masculino;credito
873;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Maya Earwood;feminino;pix
874;Lajeado;Adriano Soares;Tenis Nike;Alvin Davis;masculino;credito
875;São Paulo;Claudio Bueno;Tenis Nike;Levi Rodregez;masculino;pix
876;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jean Johnson;feminino;boleto
877;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Robert Rivera;masculino;credito
878;Porto Alegre;Luiza Cherobini;Tenis Nike;Michael Vickers;masculino;credito
879;Porto Alegre;Rodrigo Tadewald;Tenis NB;Velma Lemley;feminino;boleto
880;Florianópolis;Mario Sérgio;Tenis Nike;Claire Kautz;feminino;pix
881;São Paulo;Claudio Bueno;Tenis Nike;Craig Bullard;masculino;credito
882;Lajeado;Adriano Soares;Tenis Nike;Margarett Sanborn;feminino;credito
883;Porto Alegre;Luiza Cherobini;Tenis Nike;Julie Brown;feminino;pix
884;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Genevieve Delacruz;feminino;credito
885;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Jessica Lipsey;feminino;credito
886;Lajeado;Juliano Faccioni;Tenis Adidas;Carla Gardner;feminino;boleto
887;Caxias do Sul;Mateus Kienzle;Tenis NB;Olga Faulk;feminino;credito
888;São Paulo;Cassia Moraes;Tenis Fila;Marcia Vandoren;feminino;pix
889;Porto Alegre;Luiza Cherobini;Tenis NB;Shawn Estrada;masculino;credito
890;Porto Alegre;Luiza Cherobini;Tenis NB;Michael Cannon;masculino;credito
891;Caxias do Sul;Mateus Kienzle;Tenis NB;Mary Lowe;feminino;credito
892;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Craig Kettler;masculino;credito
893;Florianópolis;Mario Sérgio;Tenis Adidas;Sandra Stewart;feminino;credito
894;Porto Alegre;Luiza Cherobini;Tenis Adidas;Helen Jackson;feminino;credito
895;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Wesley Duran;masculino;credito
896;Canoas;Carlos Henrique;Tenis NB;Ralph Thomas;masculino;credito
897;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Jose Scott;masculino;credito
898;Florianópolis;Mario Sérgio;Tenis Nike;Elaine Hobden;feminino;credito
899;São Paulo;Claudio Bueno;Tenis NB;Jorge Downing;masculino;credito
900;Canoas;Carlos Henrique;Tenis Nike;Bill Lenz;masculino;pix
901;Canoas;Carlos Henrique;Tenis Adidas;Deandre Naquin;masculino;pix
902;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Daniel Reed;masculino;credito
903;Florianópolis;Mario Sérgio;Tenis Fila;Manuel Peek;masculino;credito
904;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Crystal Kimber;feminino;credito
905;Florianópolis;Claudia dos Santos;Tenis Fila;Melissa Wood;feminino;credito
906;Caxias do Sul;Mateus Kienzle;Tenis Fila;Scott Flores;masculino;credito
907;São Paulo;Claudio Bueno;Tenis NB;Alan Cho;masculino;credito
908;Lajeado;Adriano Soares;Tenis NB;Cedric Carney;masculino;credito
909;Canoas;Luis Fernando;Tenis Adidas;Edward Fisher;masculino;credito
910;São Paulo;Cassia Moraes;Tenis Fila;Catherine Cavicchia;feminino;credito
911;Porto Alegre;Luiza Cherobini;Tenis NB;Jeffrey Linares;masculino;credito
912;Lajeado;Adriano Soares;Tenis Fila;Frank Thomas;masculino;boleto
913;Lajeado;Adriano Soares;Tenis Adidas;John Veltman;masculino;pix
914;Canoas;Luis Fernando;Tenis Adidas;Derrick Rogers;masculino;boleto
915;Porto Alegre;Luiza Cherobini;Tenis Fila;Willie Field;masculino;credito
916;Florianópolis;Claudia dos Santos;Tenis Nike;Jerry Figley;masculino;credito
917;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Brett Ponder;masculino;pix
918;São Paulo;Claudio Bueno;Tenis Fila;Anne Tyler;feminino;pix
919;Florianópolis;Mario Sérgio;Tenis Adidas;Larry Sisneros;masculino;credito
920;Florianópolis;Mario Sérgio;Tenis Adidas;Bryce Perry;masculino;credito
921;São Paulo;Claudio Bueno;Tenis Fila;Geraldine Wilson;feminino;credito
922;Porto Alegre;Luiza Cherobini;Tenis NB;Dorothy Finn;feminino;pix
923;Canoas;Luis Fernando;Tenis NB;Timothy Conover;masculino;boleto
924;Porto Alegre;Rodrigo Tadewald;Tenis NB;Diane Helfer;feminino;credito
925;São Paulo;Cassia Moraes;Tenis Fila;Marion Ley;masculino;credito
926;Lajeado;Adriano Soares;Tenis Nike;Anthony Mcclain;masculino;credito
927;Porto Alegre;Luiza Cherobini;Tenis Nike;Robert Rosmarin;masculino;credito
928;Canoas;Luis Fernando;Tenis Fila;Cyndi Nowicki;feminino;boleto
929;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Robert Hutson;masculino;credito
930;Florianópolis;Claudia dos Santos;Tenis Adidas;Jennie Villarreal;feminino;credito
931;Caxias do Sul;Mateus Kienzle;Tenis Fila;Joan Simmons;feminino;pix
932;Caxias do Sul;Mateus Kienzle;Tenis Fila;Kevin Gonzalez;masculino;credito
933;Porto Alegre;Luiza Cherobini;Tenis Nike;Keith Williams;masculino;pix
934;Porto Alegre;Luiza Cherobini;Tenis Adidas;Ellen Brown;feminino;pix
935;Florianópolis;Mario Sérgio;Tenis Fila;Laura Bruns;feminino;credito
936;Caxias do Sul;Mateus Kienzle;Tenis Fila;Christina Dodimead;feminino;credito
937;São Paulo;Claudio Bueno;Tenis Fila;Charles Heinz;masculino;pix
938;Canoas;Luis Fernando;Tenis NB;Eva Hawkins;feminino;credito
939;Lajeado;Juliano Faccioni;Tenis Fila;Rickey Ball;masculino;credito
940;São Paulo;Cassia Moraes;Tenis NB;Sara Marshall;feminino;boleto
941;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Geraldine Gillis;feminino;credito
942;Canoas;Carlos Henrique;Tenis Adidas;Erma Dupre;feminino;credito
943;Lajeado;Juliano Faccioni;Tenis Nike;Joseph Shinnick;masculino;credito
944;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Lewis Strissel;masculino;pix
945;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;John Young;masculino;credito
946;Canoas;Luis Fernando;Tenis Nike;Robert Budney;masculino;credito
947;Canoas;Luis Fernando;Tenis NB;Mary Clark;feminino;credito
948;Porto Alegre;Rodrigo Tadewald;Tenis Fila;George Lawson;masculino;boleto
949;Lajeado;Adriano Soares;Tenis Fila;Jesse Smith;masculino;credito
950;Canoas;Luis Fernando;Tenis Fila;Jeffrey Weaver;masculino;credito
951;São Paulo;Claudio Bueno;Tenis Adidas;Roberta Stukel;feminino;credito
952;Florianópolis;Mario Sérgio;Tenis NB;Mary Bookwalter;feminino;credito
953;Porto Alegre;Luiza Cherobini;Tenis Nike;Rose Spies;feminino;credito
954;Florianópolis;Claudia dos Santos;Tenis Fila;Iris Cannon;feminino;pix
955;Lajeado;Juliano Faccioni;Tenis NB;Christina Tattershall;feminino;pix
956;Florianópolis;Claudia dos Santos;Tenis Fila;Barbara Schmidt;feminino;credito
957;Canoas;Luis Fernando;Tenis Adidas;Beverly Pugh;feminino;credito
958;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Daniel Ramsey;masculino;credito
959;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Mary Trites;feminino;boleto
960;Porto Alegre;Rodrigo Tadewald;Tenis NB;Brenda Kelly;feminino;credito
961;Lajeado;Adriano Soares;Tenis Nike;Mary Rose;feminino;credito
962;Lajeado;Adriano Soares;Tenis Fila;John Robinson;masculino;credito
963;Canoas;Luis Fernando;Tenis Nike;Reginald Duggan;masculino;credito
964;Lajeado;Adriano Soares;Tenis Nike;Annie Rosa;feminino;credito
965;Canoas;Carlos Henrique;Tenis NB;Minnie Ackley;feminino;credito
966;Lajeado;Adriano Soares;Tenis Nike;Sarah Lee;feminino;credito
967;Lajeado;Juliano Faccioni;Tenis Fila;James York;masculino;credito
968;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Charles Kingery;masculino;pix
969;Canoas;Luis Fernando;Tenis Adidas;Cordia Sagedahl;feminino;boleto
970;Porto Alegre;Luiza Cherobini;Tenis Nike;June Parker;feminino;credito
971;Porto Alegre;Rodrigo Tadewald;Tenis NB;Stanley Sipes;masculino;credito
972;Lajeado;Juliano Faccioni;Tenis NB;Norman Seals;masculino;credito
973;Florianópolis;Mario Sérgio;Tenis Nike;Margaret Kash;feminino;credito
974;Florianópolis;Claudia dos Santos;Tenis Adidas;Betty Cha;feminino;credito
975;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Norman Hollingsworth;masculino;credito
976;Canoas;Luis Fernando;Tenis Fila;Amy Hajdas;feminino;credito
977;Canoas;Carlos Henrique;Tenis Nike;Andre Bowen;masculino;credito
978;Lajeado;Adriano Soares;Tenis Nike;Karyn Tucker;feminino;credito
979;Canoas;Carlos Henrique;Tenis Fila;John Vang;masculino;credito
980;Lajeado;Juliano Faccioni;Tenis NB;Angela Godfrey;feminino;credito
981;Caxias do Sul;Mateus Kienzle;Tenis Fila;Sarah Nodine;feminino;credito
982;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Jodi Galle;feminino;credito
983;Lajeado;Adriano Soares;Tenis Adidas;Patrick Brown;masculino;credito
984;São Paulo;Claudio Bueno;Tenis Fila;Daryl Amerson;feminino;credito
985;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Roy Shearing;masculino;credito
986;Lajeado;Adriano Soares;Tenis Fila;Richard Carrier;masculino;credito
987;Caxias do Sul;Mateus Kienzle;Tenis NB;Janet Miller;feminino;credito
988;Lajeado;Adriano Soares;Tenis NB;Wilfred Miller;masculino;credito
989;Canoas;Luis Fernando;Tenis Fila;Linda Gaston;feminino;credito
990;Caxias do Sul;Mateus Kienzle;Tenis Nike;Karyn Alexander;feminino;credito
991;São Paulo;Cassia Moraes;Tenis NB;Bertha Mcvay;feminino;credito
992;São Paulo;Claudio Bueno;Tenis Adidas;Toby Wright;feminino;credito
